order_id,date,region,product,channel,customer_segment,customer_id,quantity,unit_price,unit_cost,refund_amount
21153,2025-05-11,West,Keyboard,Online,Consumer,C0038,5,289.85,180.23,0.0
21358,2025-05-11,East,Laptop Stand,Partner,Consumer,C0342,1,379.71,193.79,379.71
20278,2025-05-12,Central,Mouse,Retail,Enterprise,C0140,4,119.19,64.07,0.0
20527,2025-05-12,North,Office Chair,Retail,SME,C0408,5,1650.27,1017.77,0.0
20831,2025-05-12,South,Webcam,Online,Consumer,C0404,5,455.34,240.12,0.0
20031,2025-05-13,East,Webcam,Retail,SME,C0273,4,442.78,248.88,0.0
21369,2025-05-13,East,Webcam,Retail,SME,C0002,2,460.42,240.47,0.0
20604,2025-05-14,South,Office Chair,Online,SME,C0337,3,1656.75,1044.67,0.0
20906,2025-05-14,West,Mouse,Retail,Consumer,C0272,4,133.41,66.12,0.0
21376,2025-05-14,South,Headset,Online,SME,C0410,3,640.42,363.19,0.0
20318,2025-05-17,South,Keyboard,Partner,Enterprise,C0360,1,261.04,177.92,0.0
21227,2025-05-17,East,Office Chair,Partner,Consumer,C0074,5,1567.04,1113.1,0.0
20949,2025-05-19,North,Webcam,Online,Enterprise,C0167,3,418.3,239.94,0.0
20156,2025-05-21,West,Dock,Retail,Consumer,C0285,3,933.77,493.89,0.0
20188,2025-05-21,West,Dock,Retail,SME,C0312,1,915.22,509.68,0.0
20743,2025-05-21,East,Headset,Partner,Enterprise,C0252,1,612.18,365.32,0.0
20800,2025-05-21,East,Mouse,Online,SME,C0060,1,119.7,63.09,0.0
20109,2025-05-22,Central,Office Chair,Retail,Consumer,C0090,2,1811.99,1045.58,0.0
20646,2025-05-22,Central,Dock,Online,SME,C0182,1,841.81,492.2,0.0
20667,2025-05-22,North,Office Chair,Online,SME,C0243,4,1590.81,1109.37,0.0
20293,2025-05-24,Central,Mouse,Online,Enterprise,C0018,1,113.96,64.62,0.0
21092,2025-05-24,South,Monitor,Partner,SME,C0208,5,1279.94,930.73,0.0
21274,2025-05-24,North,Mouse,Online,Enterprise,C0109,2,118.02,66.56,118.02
21447,2025-05-24,West,Laptop Stand,Partner,SME,C0237,2,363.79,191.87,0.0
20625,2025-05-26,West,Laptop Stand,Retail,Consumer,C0169,2,417.3,189.66,0.0
20733,2025-05-26,East,Keyboard,Partner,Enterprise,C0083,5,265.92,169.83,0.0
20199,2025-05-27,West,Laptop Stand,Partner,SME,C0257,2,357.26,195.24,0.0
21005,2025-05-27,South,Laptop Stand,Online,SME,C0001,1,375.5,185.31,0.0
21327,2025-05-27,South,Mouse,Online,Consumer,C0317,2,124.67,67.02,0.0
21488,2025-05-27,East,Laptop Stand,Retail,Consumer,C0286,2,399.6,196.32,0.0
21149,2025-05-28,South,Headset,Retail,SME,C0092,1,680.01,368.31,0.0
21334,2025-05-28,West,Dock,Online,SME,C0269,4,841.82,514.19,0.0
21435,2025-05-28,East,Headset,Retail,SME,C0237,1,717.1,372.69,0.0
20163,2025-05-29,South,Monitor,Retail,Consumer,C0374,3,1471.66,916.55,0.0
20348,2025-05-31,Central,Webcam,Online,SME,C0249,2,448.37,228.54,0.0
20503,2025-05-31,North,Keyboard,Online,SME,C0016,5,278.06,170.4,0.0
20940,2025-05-31,West,Headset,Partner,Enterprise,C0250,2,607.12,375.55,0.0
21030,2025-05-31,East,Keyboard,Online,SME,C0064,3,282.71,171.69,0.0
20258,2025-06-01,East,Mouse,Partner,Enterprise,C0273,5,115.56,64.1,0.0
20421,2025-06-01,Central,Keyboard,Online,Consumer,C0285,1,290.25,181.67,0.0
20696,2025-06-01,West,Keyboard,Online,SME,C0288,4,276.65,182.62,0.0
21137,2025-06-01,South,Mouse,Online,Consumer,C0254,2,126.83,67.61,0.0
21073,2025-06-02,North,Keyboard,Online,SME,C0366,4,281.18,178.38,0.0
21160,2025-06-02,Central,Mouse,Online,Enterprise,C0037,3,117.61,62.8,352.83
21307,2025-06-02,West,Laptop Stand,Online,SME,C0069,3,370.35,199.41,0.0
21395,2025-06-02,East,Monitor,Partner,SME,C0023,1,1277.83,963.76,0.0
20062,2025-06-03,South,Monitor,Retail,Enterprise,C0018,1,1367.23,915.94,0.0
20443,2025-06-03,South,Webcam,Retail,Enterprise,C0073,2,439.11,251.44,0.0
21209,2025-06-03,North,Dock,Online,SME,C0172,3,823.26,518.41,0.0
21284,2025-06-03,East,Keyboard,Online,Enterprise,C0115,2,276.64,182.04,138.32
20985,2025-06-04,East,Headset,Retail,Enterprise,C0312,1,658.26,350.5,0.0
20317,2025-06-05,Central,Keyboard,Online,Consumer,C0267,1,297.31,171.13,0.0
20713,2025-06-05,West,Keyboard,Retail,Consumer,C0129,2,299.0,185.85,0.0
21403,2025-06-05,West,Laptop Stand,Retail,Consumer,C0189,3,417.39,200.79,0.0
21463,2025-06-05,South,Keyboard,Online,SME,C0155,5,280.52,170.61,0.0
20049,2025-06-06,West,Headset,Online,SME,C0035,1,652.08,384.44,0.0
20330,2025-06-06,West,Keyboard,Online,SME,C0195,1,288.62,182.01,144.31
20383,2025-06-06,East,Keyboard,Online,Consumer,C0019,2,297.75,177.5,0.0
20830,2025-06-06,South,Headset,Partner,SME,C0101,2,612.96,363.7,0.0
20438,2025-06-07,West,Keyboard,Partner,Enterprise,C0209,5,258.63,183.99,0.0
20765,2025-06-07,East,Webcam,Online,Consumer,C0399,1,446.82,244.86,0.0
21093,2025-06-07,Central,Headset,Online,SME,C0382,2,649.27,365.64,0.0
21064,2025-06-08,East,Webcam,Retail,Consumer,C0047,4,462.21,246.25,0.0
21111,2025-06-08,Central,Keyboard,Retail,Consumer,C0306,4,302.75,176.08,0.0
21415,2025-06-08,South,Webcam,Retail,Enterprise,C0078,5,446.39,239.37,0.0
21464,2025-06-08,North,Webcam,Retail,Consumer,C0354,2,484.17,240.07,0.0
20042,2025-06-09,North,Dock,Partner,SME,C0296,3,799.83,502.59,0.0
20275,2025-06-09,North,Dock,Retail,Consumer,C0175,1,934.67,540.9,0.0
20087,2025-06-10,Central,Office Chair,Partner,Consumer,C0403,6,1590.57,1033.1,0.0
20111,2025-06-12,West,Dock,Online,Enterprise,C0230,3,834.61,499.79,0.0
20495,2025-06-12,North,Mouse,Retail,Consumer,C0291,1,136.81,63.66,0.0
20739,2025-06-12,West,Keyboard,Online,Consumer,C0204,4,304.72,183.66,0.0
20019,2025-06-13,Central,Keyboard,Online,Consumer,C0311,2,285.68,182.8,0.0
20137,2025-06-13,North,Keyboard,Online,Consumer,C0286,2,296.54,168.56,0.0
20153,2025-06-14,West,Mouse,Retail,Enterprise,C0351,1,120.48,63.49,0.0
20535,2025-06-14,East,Laptop Stand,Retail,SME,C0297,3,394.25,184.01,0.0
21019,2025-06-14,North,Webcam,Online,SME,C0135,2,429.05,235.18,0.0
20455,2025-06-15,West,Mouse,Online,Enterprise,C0204,2,118.08,66.57,0.0
20091,2025-06-16,West,Keyboard,Partner,Enterprise,C0330,3,258.57,176.02,0.0
20763,2025-06-16,East,Monitor,Online,Consumer,C0005,5,1412.53,922.5,0.0
20952,2025-06-16,South,Keyboard,Retail,Consumer,C0149,2,307.87,173.5,0.0
21144,2025-06-16,South,Laptop Stand,Online,SME,C0248,3,373.45,189.3,0.0
21387,2025-06-16,West,Office Chair,Retail,SME,C0025,1,1712.16,1058.06,0.0
20616,2025-06-17,East,Keyboard,Online,SME,C0019,1,289.44,176.31,0.0
20934,2025-06-17,South,Keyboard,Online,Consumer,C0311,1,290.66,186.41,0.0
21134,2025-06-17,North,Headset,Online,Consumer,C0127,1,687.08,365.42,0.0
21472,2025-06-17,West,Keyboard,Online,SME,C0150,3,281.17,168.13,0.0
20409,2025-06-18,Central,Headset,Partner,Enterprise,C0115,6,615.91,363.14,0.0
20530,2025-06-18,South,Dock,Retail,Enterprise,C0014,4,846.99,539.09,0.0
20295,2025-06-19,Central,Dock,Retail,Enterprise,C0136,2,854.44,526.83,0.0
20588,2025-06-19,West,Headset,Online,Consumer,C0069,2,665.5,365.1,0.0
20170,2025-06-20,North,Dock,Partner,Enterprise,C0181,4,771.46,523.39,1542.92
20430,2025-06-20,North,Mouse,Online,Consumer,C0208,2,125.86,65.06,0.0
20891,2025-06-20,South,Webcam,Online,Enterprise,C0372,2,418.01,242.09,0.0
21017,2025-06-20,West,Monitor,Online,Enterprise,C0416,1,1242.94,987.5,310.74
20918,2025-06-22,East,Keyboard,Online,Consumer,C0154,2,301.04,181.56,0.0
21200,2025-06-22,North,Mouse,Retail,Enterprise,C0065,1,124.6,67.16,0.0
21214,2025-06-22,East,Monitor,Online,Enterprise,C0411,3,1302.25,902.69,0.0
20360,2025-06-23,East,Dock,Partner,Enterprise,C0146,3,797.32,502.96,0.0
20693,2025-06-23,North,Office Chair,Online,SME,C0292,4,1646.12,1079.1,0.0
20896,2025-06-23,West,Dock,Online,Consumer,C0105,4,906.45,502.84,0.0
21238,2025-06-23,North,Office Chair,Online,Consumer,C0187,1,1669.19,1118.14,0.0
20617,2025-06-24,Central,Keyboard,Retail,SME,C0061,1,305.26,171.79,0.0
20640,2025-06-24,West,Mouse,Online,Consumer,C0145,3,131.12,64.53,0.0
21159,2025-06-24,West,Keyboard,Online,SME,C0359,3,281.86,169.01,0.0
21436,2025-06-24,North,Laptop Stand,Online,Consumer,C0292,4,392.58,192.53,0.0
20502,2025-06-26,East,Mouse,Online,Enterprise,C0381,2,115.11,63.23,0.0
20880,2025-06-26,South,Monitor,Retail,SME,C0198,1,1344.64,916.1,0.0
20252,2025-06-27,West,Laptop Stand,Partner,Consumer,C0369,2,382.76,182.78,0.0
20331,2025-06-27,East,Keyboard,Retail,Consumer,C0232,4,310.28,181.47,0.0
20841,2025-06-27,South,Keyboard,Online,SME,C0029,3,276.04,184.66,0.0
20205,2025-06-29,West,Mouse,Retail,Enterprise,C0101,1,123.65,68.94,0.0
20524,2025-06-29,South,Dock,Online,Consumer,C0207,6,879.16,534.54,0.0
20131,2025-06-30,West,Headset,Online,Consumer,C0212,1,677.08,366.99,0.0
20184,2025-06-30,East,Webcam,Partner,Consumer,C0255,2,423.6,231.75,0.0
20309,2025-06-30,East,Monitor,Online,Consumer,C0264,2,1360.65,961.57,0.0
20633,2025-06-30,West,Dock,Online,Consumer,C0080,1,886.59,540.44,0.0
20862,2025-06-30,Central,Dock,Online,SME,C0153,1,821.91,528.54,0.0
21012,2025-06-30,East,Laptop Stand,Retail,Enterprise,C0059,3,368.03,191.21,0.0
21339,2025-06-30,West,Monitor,Partner,Enterprise,C0377,2,1221.78,964.64,0.0
20364,2025-07-01,North,Keyboard,Online,Consumer,C0111,2,285.82,186.2,0.0
20512,2025-07-01,South,Mouse,Partner,Enterprise,C0237,2,112.38,68.01,0.0
20858,2025-07-01,North,Headset,Partner,Consumer,C0417,2,641.27,355.97,0.0
21045,2025-07-01,West,Office Chair,Partner,SME,C0137,5,1558.4,1115.98,0.0
21300,2025-07-01,North,Headset,Online,Consumer,C0026,1,680.43,361.74,0.0
20088,2025-07-02,Central,Mouse,Partner,SME,C0270,3,117.27,63.01,0.0
20380,2025-07-02,South,Laptop Stand,Retail,SME,C0398,1,387.31,199.42,0.0
20622,2025-07-02,East,Mouse,Retail,Consumer,C0393,2,137.72,67.34,0.0
20225,2025-07-03,South,Office Chair,Retail,SME,C0315,1,1699.32,1010.41,0.0
20237,2025-07-03,West,Mouse,Retail,SME,C0070,4,132.06,65.64,0.0
20413,2025-07-03,West,Laptop Stand,Online,Enterprise,C0127,2,359.97,184.03,0.0
20533,2025-07-03,South,Keyboard,Retail,Consumer,C0248,3,302.91,182.67,0.0
21433,2025-07-03,East,Mouse,Partner,Enterprise,C0157,2,109.57,65.83,109.57
20376,2025-07-04,South,Webcam,Online,Consumer,C0105,6,461.82,246.62,0.0
20436,2025-07-04,North,Monitor,Retail,Consumer,C0104,5,1398.24,935.76,0.0
20080,2025-07-05,North,Monitor,Retail,SME,C0385,1,1369.04,914.09,0.0
20301,2025-07-05,South,Monitor,Online,SME,C0331,1,1323.61,977.21,0.0
20474,2025-07-05,East,Headset,Retail,Consumer,C0046,1,712.8,362.8,0.0
20586,2025-07-06,West,Webcam,Retail,SME,C0115,1,449.41,247.31,0.0
20755,2025-07-06,South,Office Chair,Online,SME,C0033,5,1570.63,1032.58,0.0
20395,2025-07-08,North,Mouse,Partner,SME,C0035,2,120.16,68.65,0.0
21361,2025-07-08,North,Webcam,Online,Consumer,C0298,2,442.5,233.47,885.0
20084,2025-07-09,South,Webcam,Retail,Consumer,C0094,2,474.91,236.19,0.0
20368,2025-07-09,East,Webcam,Online,Enterprise,C0408,2,416.27,243.67,0.0
21310,2025-07-09,East,Monitor,Online,SME,C0177,1,1310.71,994.4,0.0
21432,2025-07-09,North,Office Chair,Partner,Consumer,C0121,1,1622.54,1118.99,0.0
20292,2025-07-10,Central,Monitor,Online,Consumer,C0099,1,1376.61,915.16,0.0
20516,2025-07-10,Central,Laptop Stand,Retail,SME,C0044,1,395.8,201.66,0.0
20979,2025-07-10,West,Keyboard,Retail,Enterprise,C0182,2,279.79,172.8,0.0
21258,2025-07-10,West,Dock,Retail,SME,C0399,1,879.41,523.96,0.0
21391,2025-07-10,Central,Dock,Online,Consumer,C0351,4,906.21,532.9,0.0
20297,2025-07-11,East,Headset,Retail,SME,C0255,1,687.45,379.65,343.73
21412,2025-07-11,West,Keyboard,Partner,SME,C0350,1,280.51,172.64,0.0
20150,2025-07-12,South,Office Chair,Retail,Consumer,C0081,3,1818.98,1070.17,0.0
20288,2025-07-12,East,Monitor,Retail,SME,C0261,4,1366.62,954.78,0.0
20494,2025-07-12,West,Monitor,Online,SME,C0143,5,1334.64,934.56,3336.6
21157,2025-07-12,Central,Office Chair,Online,SME,C0098,4,1636.23,1042.44,3272.46
21288,2025-07-12,East,Keyboard,Retail,Enterprise,C0162,3,278.72,186.1,0.0
20537,2025-07-13,North,Dock,Retail,SME,C0150,1,863.74,545.49,0.0
21443,2025-07-13,Central,Keyboard,Online,Consumer,C0145,2,303.25,183.68,0.0
20510,2025-07-14,North,Dock,Partner,Consumer,C0251,1,834.03,502.54,0.0
21183,2025-07-14,South,Laptop Stand,Retail,Enterprise,C0299,3,392.53,183.77,0.0
21400,2025-07-14,Central,Mouse,Retail,Enterprise,C0351,4,126.56,68.04,0.0
20310,2025-07-15,East,Headset,Partner,SME,C0039,2,616.0,356.82,0.0
20609,2025-07-15,Central,Keyboard,Retail,SME,C0366,5,287.6,187.19,0.0
20541,2025-07-16,South,Office Chair,Online,Enterprise,C0165,1,1551.86,1075.38,0.0
21398,2025-07-16,West,Headset,Partner,Consumer,C0167,2,660.06,376.93,0.0
20121,2025-07-17,West,Keyboard,Online,Enterprise,C0026,1,277.03,175.23,0.0
20206,2025-07-17,South,Dock,Online,Consumer,C0181,2,859.5,520.61,0.0
20442,2025-07-17,East,Mouse,Retail,SME,C0117,2,129.77,67.9,0.0
20812,2025-07-17,North,Office Chair,Online,Enterprise,C0339,4,1508.05,1097.96,3016.1
20988,2025-07-17,Central,Keyboard,Online,Consumer,C0409,2,294.07,168.7,0.0
21203,2025-07-17,South,Monitor,Retail,SME,C0127,2,1368.61,950.8,0.0
21495,2025-07-17,West,Laptop Stand,Online,SME,C0174,1,369.12,187.3,0.0
20396,2025-07-18,East,Laptop Stand,Online,Enterprise,C0177,5,367.07,200.04,917.67
21477,2025-07-18,North,Office Chair,Partner,SME,C0357,3,1495.89,1008.4,0.0
20663,2025-07-19,East,Webcam,Retail,SME,C0085,1,442.76,230.47,0.0
20792,2025-07-19,South,Mouse,Online,Consumer,C0203,1,129.82,68.2,0.0
20978,2025-07-19,Central,Monitor,Partner,SME,C0238,1,1310.32,990.81,0.0
21385,2025-07-19,North,Headset,Retail,Consumer,C0316,1,724.64,379.46,0.0
20346,2025-07-20,South,Monitor,Retail,Enterprise,C0373,2,1317.26,980.35,0.0
20838,2025-07-20,South,Mouse,Online,Enterprise,C0385,2,112.96,63.34,0.0
20273,2025-07-21,East,Mouse,Retail,SME,C0359,2,132.5,67.4,0.0
20757,2025-07-21,East,Webcam,Online,Enterprise,C0314,1,430.09,248.24,0.0
20764,2025-07-21,South,Mouse,Online,Consumer,C0345,2,129.71,66.35,0.0
21424,2025-07-21,West,Mouse,Online,Consumer,C0385,2,130.14,66.85,0.0
20098,2025-07-22,East,Keyboard,Online,Enterprise,C0114,1,277.85,175.36,0.0
20711,2025-07-22,West,Keyboard,Partner,Enterprise,C0068,2,253.61,172.2,253.61
21081,2025-07-22,East,Mouse,Retail,Enterprise,C0196,3,120.68,65.32,362.04
20145,2025-07-24,East,Mouse,Retail,Enterprise,C0395,2,123.46,66.77,0.0
20251,2025-07-24,South,Office Chair,Online,Enterprise,C0351,1,1521.53,1079.41,0.0
20283,2025-07-24,North,Mouse,Retail,SME,C0019,1,129.07,67.58,0.0
20344,2025-07-24,East,Mouse,Online,SME,C0375,2,118.59,64.08,0.0
20407,2025-07-24,Central,Mouse,Online,Enterprise,C0141,1,117.88,65.7,0.0
20585,2025-07-24,West,Dock,Retail,Consumer,C0113,2,948.7,510.03,0.0
20781,2025-07-24,East,Headset,Online,SME,C0226,1,662.21,346.42,0.0
20914,2025-07-24,East,Mouse,Retail,Consumer,C0274,2,134.14,67.07,0.0
20959,2025-07-26,Central,Webcam,Online,Consumer,C0039,1,443.19,233.56,0.0
20980,2025-07-26,South,Keyboard,Online,SME,C0220,3,279.47,176.29,0.0
21070,2025-07-26,West,Office Chair,Partner,Enterprise,C0287,6,1497.17,1053.02,0.0
21217,2025-07-26,East,Keyboard,Online,Enterprise,C0047,1,267.97,185.34,0.0
21359,2025-07-26,East,Monitor,Partner,Consumer,C0239,4,1343.09,973.08,5372.36
20816,2025-07-27,East,Laptop Stand,Retail,SME,C0277,1,390.73,189.8,0.0
21283,2025-07-28,East,Laptop Stand,Retail,Enterprise,C0391,3,384.3,202.96,0.0
21426,2025-07-29,East,Keyboard,Online,Enterprise,C0392,1,273.49,171.06,0.0
20018,2025-07-31,South,Dock,Partner,Enterprise,C0398,1,793.67,518.62,0.0
20665,2025-07-31,North,Office Chair,Online,SME,C0141,4,1605.09,1008.97,0.0
20969,2025-07-31,South,Monitor,Online,Consumer,C0180,1,1340.45,959.15,1340.45
20615,2025-08-01,North,Monitor,Online,Consumer,C0182,2,1352.87,973.23,0.0
20853,2025-08-01,North,Office Chair,Retail,Consumer,C0395,6,1790.67,1092.24,0.0
21036,2025-08-01,Central,Laptop Stand,Retail,Enterprise,C0212,1,373.06,200.06,0.0
21016,2025-08-02,West,Keyboard,Online,Enterprise,C0253,3,272.01,169.08,0.0
21414,2025-08-02,South,Mouse,Online,SME,C0167,1,118.23,64.99,0.0
20005,2025-08-03,East,Keyboard,Online,SME,C0380,2,292.06,171.68,0.0
20144,2025-08-03,Central,Mouse,Partner,Enterprise,C0420,1,115.61,68.12,0.0
20431,2025-08-04,East,Webcam,Retail,Consumer,C0022,2,463.23,241.25,0.0
20832,2025-08-04,North,Mouse,Online,SME,C0101,3,124.77,64.33,0.0
20351,2025-08-05,South,Monitor,Partner,Consumer,C0062,2,1293.5,955.71,0.0
20815,2025-08-05,East,Monitor,Online,Consumer,C0053,3,1400.89,903.19,0.0
20152,2025-08-06,West,Keyboard,Partner,SME,C0293,5,263.67,177.25,0.0
20213,2025-08-06,East,Keyboard,Online,SME,C0022,2,284.9,186.32,0.0
20294,2025-08-06,North,Monitor,Online,SME,C0337,1,1342.53,989.11,0.0
20602,2025-08-06,East,Headset,Retail,Enterprise,C0030,2,642.79,364.08,0.0
20637,2025-08-06,East,Laptop Stand,Retail,Enterprise,C0175,3,389.83,184.45,1169.49
20731,2025-08-06,South,Dock,Online,Consumer,C0126,3,863.1,537.3,0.0
20362,2025-08-07,East,Dock,Partner,Consumer,C0300,2,841.09,490.22,0.0
20638,2025-08-07,South,Keyboard,Online,Consumer,C0073,2,290.54,174.16,0.0
20810,2025-08-08,Central,Monitor,Retail,SME,C0194,1,1366.35,956.49,0.0
20989,2025-08-08,West,Monitor,Online,SME,C0087,1,1304.12,982.04,0.0
20418,2025-08-10,North,Dock,Online,Consumer,C0352,6,884.74,537.91,0.0
20797,2025-08-10,West,Keyboard,Retail,SME,C0410,1,289.44,187.07,0.0
21437,2025-08-11,South,Keyboard,Retail,Consumer,C0324,3,308.78,174.3,0.0
20171,2025-08-12,South,Laptop Stand,Online,SME,C0286,3,386.52,184.28,0.0
20236,2025-08-12,Central,Webcam,Retail,SME,C0221,6,466.66,242.91,699.99
20976,2025-08-12,North,Headset,Partner,SME,C0134,2,621.31,370.5,0.0
21031,2025-08-12,North,Mouse,Retail,Enterprise,C0359,1,126.47,69.4,0.0
20424,2025-08-13,North,Keyboard,Online,SME,C0186,3,282.76,174.88,0.0
20433,2025-08-13,East,Webcam,Retail,Enterprise,C0046,5,425.86,227.64,0.0
20492,2025-08-13,West,Keyboard,Partner,SME,C0275,2,271.35,179.04,0.0
20504,2025-08-13,North,Mouse,Retail,Consumer,C0010,2,135.18,64.73,0.0
20583,2025-08-13,East,Keyboard,Online,Consumer,C0362,1,288.07,177.02,0.0
20655,2025-08-13,West,Webcam,Online,Consumer,C0382,4,447.4,230.11,0.0
20657,2025-08-13,North,Headset,Partner,SME,C0184,1,615.3,349.69,153.82
20742,2025-08-13,South,Office Chair,Retail,Consumer,C0095,2,1738.86,1081.2,0.0
20909,2025-08-13,South,Laptop Stand,Online,Consumer,C0074,1,406.58,190.93,0.0
20943,2025-08-13,Central,Monitor,Online,SME,C0034,4,1349.51,933.39,0.0
20469,2025-08-14,North,Mouse,Partner,Consumer,C0182,1,122.46,67.22,0.0
21069,2025-08-14,East,Monitor,Partner,SME,C0385,2,1264.34,918.13,0.0
21451,2025-08-14,South,Keyboard,Online,SME,C0169,1,282.5,179.84,0.0
21462,2025-08-14,West,Mouse,Partner,Enterprise,C0148,2,109.74,69.14,0.0
20538,2025-08-16,East,Mouse,Partner,Consumer,C0364,4,125.59,64.12,0.0
20703,2025-08-16,Central,Webcam,Online,SME,C0226,2,428.59,238.73,0.0
20719,2025-08-16,East,Keyboard,Retail,Consumer,C0097,1,316.41,177.69,0.0
20162,2025-08-17,Central,Headset,Retail,Consumer,C0153,1,727.04,357.69,0.0
21104,2025-08-17,West,Laptop Stand,Online,Enterprise,C0342,3,353.24,200.95,0.0
21420,2025-08-17,West,Monitor,Partner,SME,C0271,3,1262.4,977.33,0.0
21441,2025-08-17,North,Mouse,Retail,Consumer,C0371,2,135.65,64.51,0.0
20417,2025-08-18,South,Laptop Stand,Online,SME,C0317,2,372.66,196.68,0.0
21342,2025-08-18,West,Monitor,Online,SME,C0016,1,1310.33,958.72,0.0
21396,2025-08-18,South,Keyboard,Retail,Consumer,C0381,3,310.89,185.79,0.0
21446,2025-08-18,West,Office Chair,Partner,Enterprise,C0261,2,1524.82,1041.02,0.0
20052,2025-08-19,North,Laptop Stand,Online,SME,C0095,3,379.38,185.16,0.0
21185,2025-08-19,North,Monitor,Retail,SME,C0392,2,1434.97,896.74,0.0
21205,2025-08-19,South,Webcam,Online,Enterprise,C0303,3,414.6,245.51,0.0
20801,2025-08-20,South,Webcam,Retail,Enterprise,C0363,3,440.43,244.68,0.0
21241,2025-08-20,Central,Webcam,Online,Enterprise,C0410,1,413.63,228.73,0.0
20203,2025-08-21,West,Keyboard,Partner,SME,C0324,1,267.8,185.31,0.0
20505,2025-08-21,West,Monitor,Partner,Enterprise,C0030,4,1254.03,902.7,0.0
21105,2025-08-21,West,Monitor,Partner,SME,C0305,3,1234.42,982.73,0.0
21120,2025-08-22,West,Monitor,Retail,Enterprise,C0068,6,1341.54,969.84,0.0
21450,2025-08-22,East,Keyboard,Retail,Enterprise,C0226,1,282.4,183.51,0.0
20148,2025-08-23,Central,Keyboard,Retail,SME,C0414,1,300.66,170.85,0.0
20249,2025-08-23,East,Mouse,Partner,Consumer,C0243,4,124.04,63.88,0.0
20456,2025-08-23,East,Monitor,Partner,Consumer,C0274,6,1322.84,946.35,0.0
20224,2025-08-24,East,Laptop Stand,Online,Consumer,C0182,2,395.23,197.66,395.23
21122,2025-08-24,West,Dock,Retail,SME,C0391,3,870.6,504.23,0.0
21308,2025-08-24,North,Webcam,Retail,Consumer,C0032,6,462.1,227.04,0.0
20186,2025-08-25,South,Mouse,Online,Consumer,C0344,5,123.06,68.66,0.0
20340,2025-08-25,South,Monitor,Partner,Consumer,C0138,1,1363.54,970.12,0.0
20299,2025-08-26,South,Mouse,Online,SME,C0306,2,123.0,67.27,0.0
20954,2025-08-26,West,Headset,Partner,Consumer,C0309,2,676.58,369.87,0.0
20289,2025-08-27,South,Keyboard,Partner,Enterprise,C0301,1,268.14,186.11,0.0
20219,2025-08-28,East,Laptop Stand,Partner,Consumer,C0021,1,378.6,188.78,0.0
20727,2025-08-28,South,Laptop Stand,Retail,Enterprise,C0395,2,377.95,194.26,0.0
20065,2025-08-29,North,Headset,Online,SME,C0342,3,661.33,381.23,0.0
20126,2025-08-29,West,Office Chair,Retail,SME,C0089,3,1638.0,1048.5,0.0
20337,2025-08-29,West,Laptop Stand,Partner,Consumer,C0415,1,378.01,185.45,189.0
21133,2025-08-29,West,Keyboard,Online,Enterprise,C0380,2,264.55,181.43,0.0
20020,2025-08-30,Central,Office Chair,Partner,SME,C0011,5,1567.37,1011.06,0.0
20141,2025-09-02,East,Monitor,Retail,SME,C0379,1,1404.92,942.16,0.0
20690,2025-09-02,East,Headset,Online,Consumer,C0021,2,667.8,360.67,1335.6
20279,2025-09-03,Central,Keyboard,Retail,SME,C0299,2,301.51,186.55,0.0
20358,2025-09-03,North,Office Chair,Retail,SME,C0208,1,1632.54,1039.38,0.0
21418,2025-09-03,East,Laptop Stand,Online,SME,C0100,1,376.25,190.92,0.0
20069,2025-09-04,East,Laptop Stand,Partner,SME,C0344,4,373.06,199.26,0.0
20590,2025-09-04,West,Laptop Stand,Partner,Enterprise,C0210,4,353.67,197.41,0.0
21344,2025-09-05,East,Webcam,Online,SME,C0414,2,446.09,246.13,0.0
21470,2025-09-05,North,Keyboard,Online,SME,C0024,4,281.89,169.94,0.0
20168,2025-09-06,East,Monitor,Retail,Consumer,C0158,2,1461.9,904.27,0.0
20284,2025-09-06,Central,Dock,Online,Consumer,C0390,2,881.09,492.99,0.0
20488,2025-09-06,East,Keyboard,Online,SME,C0155,1,284.58,170.61,0.0
21362,2025-09-06,West,Mouse,Partner,SME,C0199,2,115.9,62.86,0.0
20627,2025-09-07,North,Keyboard,Retail,Consumer,C0034,1,302.35,177.04,0.0
20656,2025-09-07,East,Laptop Stand,Partner,SME,C0204,2,365.21,186.82,0.0
20931,2025-09-07,West,Keyboard,Retail,Consumer,C0059,4,301.47,179.65,301.47
21255,2025-09-07,East,Headset,Retail,SME,C0018,2,691.61,376.29,0.0
20082,2025-09-08,West,Dock,Online,Consumer,C0032,1,905.19,525.53,0.0
20377,2025-09-08,North,Keyboard,Partner,SME,C0069,2,274.38,187.22,0.0
21128,2025-09-08,North,Monitor,Online,Enterprise,C0318,2,1311.68,992.74,1311.68
20855,2025-09-09,West,Keyboard,Online,Consumer,C0026,4,298.82,184.36,0.0
20181,2025-09-11,East,Keyboard,Retail,Consumer,C0345,1,318.56,173.92,0.0
20216,2025-09-11,East,Mouse,Retail,SME,C0307,2,130.84,64.13,0.0
20653,2025-09-11,Central,Dock,Partner,SME,C0020,3,815.21,490.29,0.0
21480,2025-09-11,North,Mouse,Partner,Enterprise,C0040,1,110.22,67.14,0.0
20099,2025-09-13,North,Keyboard,Retail,Consumer,C0213,2,307.64,180.83,0.0
20437,2025-09-13,North,Monitor,Partner,Consumer,C0066,1,1328.5,908.46,0.0
20509,2025-09-13,East,Dock,Online,SME,C0331,1,861.13,517.23,0.0
